dipina;0.7303370786516854
juan-ignacio-vazquez;0.3595505617977528
pablo-orduna;0.33707865168539325
manuel-castro;0.2808988764044944
zubia;0.2584269662921348
aitor-almeida;0.24719101123595505
j-fernandez;0.19101123595505617
unai-hernandez;0.1797752808988764
iker-larizgoitia;0.1797752808988764
unai-aguilera;0.16853932584269662
sancristobal;0.16853932584269662
s-martin;0.16853932584269662
ignacio-angulo;0.15730337078651685
xabier-laiseca;0.15730337078651685
jonathan-garibay;0.15730337078651685
jaime-irurzun;0.1348314606741573
joseba-abaitua;0.1348314606741573
d-martin;0.12359550561797752
carlos-lamfus;0.12359550561797752
david-sainz;0.12359550561797752
josuka;0.11235955056179775
losada;0.10112359550561797
josé-bravo;0.10112359550561797
g-diaz;0.10112359550561797
peire;0.10112359550561797
aitor-gomez-goiri;0.10112359550561797
c-gil;0.10112359550561797
tawfik;0.10112359550561797
pesquera;0.10112359550561797
cadenas;0.0898876404494382
gonzález;0.0898876404494382
ruiz;0.0898876404494382
eduardo-castillejo;0.0898876404494382
olga-dziabenko;0.0898876404494382
ander-barbier;0.0898876404494382
poveda;0.0898876404494382
rodríguez;0.07865168539325842
elio-san-cristóbal;0.07865168539325842
carmen-fuentes;0.06741573033707865
rezende;0.06741573033707865
gregorio-casero;0.06741573033707865
javier-fernández;0.06741573033707865
rocío-peña;0.06741573033707865
iván-garcía;0.06741573033707865
conrado;0.06741573033707865
rodriguez-gil;0.06741573033707865
marcos-vergara;0.06741573033707865
d-garcia;0.06741573033707865
ramón-hervás;0.06741573033707865
daniel-garcía;0.06741573033707865
ivan-garcia;0.06741573033707865
solana;0.06741573033707865
leire-muguira;0.06741573033707865
koza;0.06741573033707865
pardo;0.06741573033707865
ester-gonzález-aguado;0.056179775280898875
david-bujan;0.056179775280898875
silvia-rentería;0.056179775280898875
ivan-trueba;0.056179775280898875
saenz;0.056179775280898875
izaskun-mendia;0.056179775280898875
asier-arruti;0.056179775280898875
sergio-fínez;0.056179775280898875
david-ausin;0.0449438202247191
morales;0.0449438202247191
robles;0.0449438202247191
torres-manzanera;0.0449438202247191
bernhard-klein;0.0449438202247191
alcarria;0.0449438202247191
marcos-sacristan;0.0449438202247191
doamo;0.0449438202247191
miguel-ángel-valero;0.0449438202247191
alzua-sorzabal;0.0449438202247191
christian-guggenmos;0.0449438202247191
rafael-heras;0.0449438202247191
g-gil;0.0449438202247191
francisco-flórez;0.0449438202247191
sergio-blanco;0.033707865168539325
mikel-emaldi;0.033707865168539325
jon-valdés;0.033707865168539325
ignacio-sarralde;0.033707865168539325
borja-sotomayor;0.033707865168539325
ana-belen-lago;0.02247191011235955
inigo-sedano;0.02247191011235955
tania-lorido;0.02247191011235955
unai-lópez;0.02247191011235955
alves;0.02247191011235955
mariluz-guenaga;0.02247191011235955
jamardo;0.02247191011235955
ivan-pretel;0.011235955056179775
